original,corrected,candidates,reason
Hp haptoglobin ,HP,"[{'symbol': 'HP', 'alias_symbol': '', 'prev_symbol': '', 'name': 'haptoglobin', 'alias_name': '', 'prev_name': ''}, {'symbol': 'HPR', 'alias_symbol': '', 'prev_symbol': '', 'name': 'haptoglobin-related protein', 'alias_name': '', 'prev_name': ''}, {'symbol': 'DEFA4', 'alias_symbol': 'HP-4', 'prev_symbol': 'DEF4', 'name': 'defensin alpha 4', 'alias_name': '', 'prev_name': ''}, {'symbol': 'DLC1', 'alias_symbol': 'HP ARHGAP7 STARD12 DLC-1 p122-RhoGAP', 'prev_symbol': '', 'name': 'DLC1 Rho GTPase activating protein', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP1', 'alias_symbol': '', 'prev_symbol': 'MTHSP1', 'name': 'mitochondrially encoded major H-strand promoter', 'alias_name': '', 'prev_name': ''}]","在候选信息列表中，第一个候选信息的'symbol'为'HP'，其'name'字段为'haptoglobin'，与原始标记""Hp haptoglobin""高度匹配。其他候选信息的名称或符号与原始标记不符。因此，选择第一个候选信息的'symbol'作为标准化结果。"
Plac8 placenta-specific,PLAC8,"[{'symbol': 'PLAC8', 'alias_symbol': 'onzin C15', 'prev_symbol': '', 'name': 'placenta associated 8', 'alias_name': '', 'prev_name': ''}, {'symbol': 'PLAC8L1', 'alias_symbol': '', 'prev_symbol': '', 'name': 'PLAC8 like 1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'PLAC9', 'alias_symbol': '', 'prev_symbol': '', 'name': 'placenta associated 9', 'alias_name': '', 'prev_name': ''}, {'symbol': 'PLAC9P1', 'alias_symbol': '', 'prev_symbol': '', 'name': 'placenta associated 9 pseudogene 1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'LGALS13', 'alias_symbol': 'PP13 PLAC8', 'prev_symbol': '', 'name': 'galectin 13', 'alias_name': '', 'prev_name': ''}]","在候选信息列表中，第一个条目{'symbol': 'PLAC8', 'alias_symbol': 'onzin C15', 'name': 'placenta associated 8'}的'name'字段与原始标记""Plac8 placenta-specific""最为接近。虽然'name'字段不完全一致，但其包含了""placenta""这一关键术语，并且'symbol'为'PLAC8'，与原始标记中的""Plac8""高度匹配。其他候选信息的名称或别名均未直接涉及""Plac8""或与其语义相关的内容，因此选择第一个条目的'symbol'作为标准化结果。"
8 ,8,"[{'symbol': 'RNU6-8', 'alias_symbol': 'U6-8', 'prev_symbol': '', 'name': 'RNA, U6 small nuclear 8', 'alias_name': '', 'prev_name': ''}, {'symbol': 'KRTAP10-8', 'alias_symbol': 'KRTAP18.8 KAP10.8', 'prev_symbol': 'KRTAP18-8', 'name': 'keratin associated protein 10-8', 'alias_name': '', 'prev_name': ''}, {'symbol': 'KRT8P8', 'alias_symbol': '', 'prev_symbol': '', 'name': 'keratin 8 pseudogene 8', 'alias_name': '', 'prev_name': ''}, {'symbol': 'KRTAP4-8', 'alias_symbol': 'KAP4.8', 'prev_symbol': '', 'name': 'keratin associated protein 4-8', 'alias_name': '', 'prev_name': ''}, {'symbol': 'KRTAP9-8', 'alias_symbol': 'KAP9.8', 'prev_symbol': '', 'name': 'keratin associated protein 9-8', 'alias_name': '', 'prev_name': ''}]","原始标记""8 ""是一个非常模糊的输入，没有明确的上下文或额外信息表明它与候选信息中的某个基因符号直接相关。在候选信息列表中，所有条目都包含数字""8""，但没有任何一个条目的名称、别名或相关信息能够明确地与原始标记""8 ""匹配。因此，无法确定最匹配的结果。"
Thbs thrombospondin ,THBS1,"[{'symbol': 'THBS1', 'alias_symbol': 'TSP1 THBS TSP THBS-1 TSP-1', 'prev_symbol': '', 'name': 'thrombospondin 1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'THBS3', 'alias_symbol': '', 'prev_symbol': '', 'name': 'thrombospondin 3', 'alias_name': '', 'prev_name': ''}, {'symbol': 'THBS4', 'alias_symbol': '', 'prev_symbol': '', 'name': 'thrombospondin 4', 'alias_name': '', 'prev_name': ''}, {'symbol': 'THBS2', 'alias_symbol': 'TSP2', 'prev_symbol': '', 'name': 'thrombospondin 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'THSD8', 'alias_symbol': '', 'prev_symbol': '', 'name': 'thrombospondin type 1 domain containing 8', 'alias_name': '', 'prev_name': ''}]","原始标记 ""Thbs thrombospondin"" 中的 ""Thbs"" 是 ""THBS"" 的常见缩写形式，而候选信息中 'THBS1' 的别名包括 ""THBS"" 和 ""TSP1"" 等，与原始标记高度匹配。其他候选信息（如 THBS2、THBS3、THBS4 和 THSD8）没有直接提到 ""THBS"" 或与 ""thrombospondin"" 更具体的关联。"
Tnip3 TNFAIP3-interacting,TNIP3,"[{'symbol': 'TNIP3', 'alias_symbol': 'LIND FLJ21162 ABIN-3', 'prev_symbol': '', 'name': 'TNFAIP3 interacting protein 3', 'alias_name': '', 'prev_name': ''}, {'symbol': 'TNIP1', 'alias_symbol': 'NAF1 KIAA0113 ABIN-1 VAN', 'prev_symbol': '', 'name': 'TNFAIP3 interacting protein 1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'TNIP2', 'alias_symbol': 'ABIN-2 MGC4289 KLIP FLIP1 ABIN2', 'prev_symbol': '', 'name': 'TNFAIP3 interacting protein 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'TNFAIP3', 'alias_symbol': 'A20 OTUD7C', 'prev_symbol': '', 'name': 'TNF alpha induced protein 3', 'alias_name': '', 'prev_name': ''}, {'symbol': 'WAKMAR2', 'alias_symbol': 'lnc-TNFAIP3', 'prev_symbol': '', 'name': 'wound and keratinocyte migration associated lncRNA 2', 'alias_name': '', 'prev_name': ''}]","原始标记中包含""Tnip3""和""TNFAIP3-interacting""，这与候选信息中symbol为""TNIP3""的条目完全匹配。该条目的'name'字段为""TNFAIP3 interacting protein 3""，与原始标记的描述相符。因此，选择""TNIP3""作为标准化结果。"
,```,"[{'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP2', 'alias_symbol': '', 'prev_symbol': 'MTHSP2', 'name': 'mitochondrially encoded minor H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}]",原始标记为空字符串，无法与任何候选信息匹配。由于没有提供有效的原始标记，无法确定与哪个基因符号相关联。
3 ,3,"[{'symbol': 'KRTAP3-3', 'alias_symbol': 'KAP3.3', 'prev_symbol': '', 'name': 'keratin associated protein 3-3', 'alias_name': '', 'prev_name': ''}, {'symbol': 'KRTAP10-3', 'alias_symbol': 'KAP10.3 KAP18.3', 'prev_symbol': 'KRTAP18-3', 'name': 'keratin associated protein 10-3', 'alias_name': '', 'prev_name': ''}, {'symbol': 'ARPC3P3', 'alias_symbol': '', 'prev_symbol': '', 'name': 'actin related protein 2/3 complex subunit 3 pseudogene 3', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MIR9-3', 'alias_symbol': 'hsa-mir-9-3', 'prev_symbol': 'MIRN9-3', 'name': 'microRNA 9-3', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MIR7-3', 'alias_symbol': 'hsa-mir-7-3', 'prev_symbol': 'MIRN7-3', 'name': 'microRNA 7-3', 'alias_name': '', 'prev_name': ''}]","原始标记""3 ""过于模糊，仅包含数字和空格，无法明确指向任何一个候选信息中的基因符号或其别名。候选信息列表中的所有条目都具有更具体的名称或编号，而原始标记没有提供足够的上下文信息来进行匹配。因此，无法确定一个合适的标准化结果。"
Itgb7 integrin,ITGB7,"[{'symbol': 'ITGB7', 'alias_symbol': '', 'prev_symbol': '', 'name': 'integrin subunit beta 7', 'alias_name': '', 'prev_name': ''}, {'symbol': 'ITGB8', 'alias_symbol': '', 'prev_symbol': '', 'name': 'integrin subunit beta 8', 'alias_name': '', 'prev_name': ''}, {'symbol': 'ITGB5', 'alias_symbol': '', 'prev_symbol': '', 'name': 'integrin subunit beta 5', 'alias_name': '', 'prev_name': ''}, {'symbol': 'ITGA7', 'alias_symbol': '', 'prev_symbol': '', 'name': 'integrin subunit alpha 7', 'alias_name': '', 'prev_name': ''}, {'symbol': 'ITGA8', 'alias_symbol': '', 'prev_symbol': '', 'name': 'integrin subunit alpha 8', 'alias_name': '', 'prev_name': ''}]",在候选信息列表中，'ITGB7' 的 'name' 字段为 'integrin subunit beta 7'，与原始标记 'Itgb7 integrin' 高度匹配。虽然原始标记的表述略有不同，但可以确定其指代的是同一个基因。其他候选信息的名称或符号与原始标记无直接对应关系，因此选择 'ITGB7' 作为标准化结果。
subunit,subunit,"[{'symbol': 'DCTN1', 'alias_symbol': '', 'prev_symbol': '', 'name': 'dynactin subunit 1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'PFDN2', 'alias_symbol': '', 'prev_symbol': '', 'name': 'prefoldin subunit 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'GNB1', 'alias_symbol': '', 'prev_symbol': '', 'name': 'G protein subunit beta 1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'INHA', 'alias_symbol': '', 'prev_symbol': '', 'name': 'inhibin subunit alpha', 'alias_name': '', 'prev_name': ''}, {'symbol': 'GNB2', 'alias_symbol': '', 'prev_symbol': '', 'name': 'G protein subunit beta 2', 'alias_name': '', 'prev_name': ''}]","原始标记""subunit""是一个非常通用的词汇，无法明确指向某个特定基因。候选信息列表中的所有条目都包含""subunit""作为其名称的一部分，但由于缺乏更多上下文信息，无法确定哪一个是最匹配的结果。因此，无法选择任何一个候选信息作为标准化结果，返回原始标记名称。"
beta7 ,PCDHB7,"[{'symbol': 'PCDHB7', 'alias_symbol': 'PCDH-BETA7', 'prev_symbol': '', 'name': 'protocadherin beta 7', 'alias_name': '', 'prev_name': ''}, {'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP1', 'alias_symbol': '', 'prev_symbol': 'MTHSP1', 'name': 'mitochondrially encoded major H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}]",在候选信息中，'PCDHB7'的别名'PCDH-BETA7'与原始标记'beta7'最为接近，表明其很可能是指同一个基因。其余候选信息中的名称和别名均未直接提及'beta7'或类似内容，因此选择'PCDHB7'作为标准化结果。
CD64,FCGR1A,"[{'symbol': 'FCGR1A', 'alias_symbol': 'CD64 CD64A FcgammaRI FcgammaRIa FCG1 FCGR1', 'prev_symbol': '', 'name': 'Fc gamma receptor Ia', 'alias_name': '', 'prev_name': ''}, {'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP2', 'alias_symbol': '', 'prev_symbol': 'MTHSP2', 'name': 'mitochondrially encoded minor H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}]","在候选信息列表中，第一个条目包含与原始标记""CD64""匹配的别名""CD64""，因此可以确认该条目对应的'symbol'（即""FCGR1A""）是正确的标准化结果。"
tdTomato,tdTomato,"[{'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP2', 'alias_symbol': '', 'prev_symbol': 'MTHSP2', 'name': 'mitochondrially encoded minor H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}]","在候选信息列表中，没有任何一个条目的symbol、alias_symbol、prev_symbol、name、alias_name或prev_name与原始标记""tdTomato""匹配。因此无法找到合适的标准化结果。"
Ly6C,Ly6C,"[{'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP2', 'alias_symbol': '', 'prev_symbol': 'MTHSP2', 'name': 'mitochondrially encoded minor H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}]","在候选信息列表中，没有任何一个条目的'symbol'、'alias_symbol'、'prev_symbol'或相关名称与原始标记""Ly6C""匹配。因此无法找到合适的标准化结果。"
CD45,PTPRC,"[{'symbol': 'PTPRCAP', 'alias_symbol': 'LPAP CD45-AP', 'prev_symbol': '', 'name': 'protein tyrosine phosphatase receptor type C associated protein', 'alias_name': '', 'prev_name': ''}, {'symbol': 'PTPRC', 'alias_symbol': 'LCA T200 GP180 LY5 B220 CD45R', 'prev_symbol': 'CD45', 'name': 'protein tyrosine phosphatase receptor type C', 'alias_name': '', 'prev_name': ''}, {'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-OLR', 'alias_symbol': 'OriL', 'prev_symbol': 'MTOLR', 'name': 'mitochondrially encoded light strand origin of replication', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND6', 'alias_symbol': 'NAD6 ND6', 'prev_symbol': 'MTND6', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 6', 'alias_name': '', 'prev_name': ''}]",在候选信息列表中，第二个候选信息的'prev_symbol'字段明确标注为'CD45'，这与原始标记完全匹配。因此，选择该候选信息的'symbol'字段作为标准化结果。
CD45.1,PTPRC,"[{'symbol': 'PTPRCAP', 'alias_symbol': 'LPAP CD45-AP', 'prev_symbol': '', 'name': 'protein tyrosine phosphatase receptor type C associated protein', 'alias_name': '', 'prev_name': ''}, {'symbol': 'PTPRC', 'alias_symbol': 'LCA T200 GP180 LY5 B220 CD45R', 'prev_symbol': 'CD45', 'name': 'protein tyrosine phosphatase receptor type C', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MIR1-1', 'alias_symbol': 'hsa-mir-1-1', 'prev_symbol': 'MIRN1-1', 'name': 'microRNA 1-1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'IGHVII-1-1', 'alias_symbol': 'IGHV(II)-1-1', 'prev_symbol': '', 'name': 'immunoglobulin heavy variable (II)-1-1 (pseudogene)', 'alias_name': '', 'prev_name': ''}, {'symbol': 'KRTAP10-1', 'alias_symbol': 'KAP10.1 KAP18.1', 'prev_symbol': 'KRTAP18-1', 'name': 'keratin associated protein 10-1', 'alias_name': '', 'prev_name': ''}]",在候选信息列表中，'PTPRC'的'prev_symbol'为'CD45'，这与原始标记'CD45.1'非常接近。虽然没有完全匹配'CD45.1'，但根据基因符号的命名规则和关联性，'CD45.1'很可能是'CD45'的一个变体或亚型。因此选择'PTPRC'作为标准化结果。
MHC-II,MHC-II,"[{'symbol': 'MICG', 'alias_symbol': '', 'prev_symbol': '', 'name': 'MHC class I polypeptide-related sequence G (pseudogene)', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MICF', 'alias_symbol': '', 'prev_symbol': '', 'name': 'MHC class I polypeptide-related sequence F (pseudogene)', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MICA', 'alias_symbol': 'PERB11.1', 'prev_symbol': '', 'name': 'MHC class I polypeptide-related sequence A', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MICB', 'alias_symbol': 'PERB11.2', 'prev_symbol': '', 'name': 'MHC class I polypeptide-related sequence B', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MICC', 'alias_symbol': 'PERB11.3', 'prev_symbol': '', 'name': 'MHC class I polypeptide-related sequence C (pseudogene)', 'alias_name': '', 'prev_name': ''}]","原始标记""MHC-II""指代的是主要组织相容性复合体II类分子，而候选信息列表中提供的基因符号（如MICG、MICF、MICA等）均属于MHC I类相关序列基因，并不匹配MHC-II类分子。因此，在候选信息中未找到与""MHC-II""匹配的结果。"
MHC-IIlo,MHC-IIlo,"[{'symbol': 'MICG', 'alias_symbol': '', 'prev_symbol': '', 'name': 'MHC class I polypeptide-related sequence G (pseudogene)', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MICF', 'alias_symbol': '', 'prev_symbol': '', 'name': 'MHC class I polypeptide-related sequence F (pseudogene)', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MICA', 'alias_symbol': 'PERB11.1', 'prev_symbol': '', 'name': 'MHC class I polypeptide-related sequence A', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MICB', 'alias_symbol': 'PERB11.2', 'prev_symbol': '', 'name': 'MHC class I polypeptide-related sequence B', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MICC', 'alias_symbol': 'PERB11.3', 'prev_symbol': '', 'name': 'MHC class I polypeptide-related sequence C (pseudogene)', 'alias_name': '', 'prev_name': ''}]","原始标记""MHC-IIlo""中的""MHC-II""明确指向MHC class II相关的基因，但候选信息列表中提供的所有条目均与MHC class I相关（例如""MHC class I polypeptide-related sequence""）。因此，候选信息列表中没有与原始标记匹配的条目。"
ICAM-1,ICAM-1,"[{'symbol': 'ICAM3', 'alias_symbol': 'CDW50 ICAM-R CD50', 'prev_symbol': '', 'name': 'intercellular adhesion molecule 3', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MIR1-1', 'alias_symbol': 'hsa-mir-1-1', 'prev_symbol': 'MIRN1-1', 'name': 'microRNA 1-1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'IGHVII-1-1', 'alias_symbol': 'IGHV(II)-1-1', 'prev_symbol': '', 'name': 'immunoglobulin heavy variable (II)-1-1 (pseudogene)', 'alias_name': '', 'prev_name': ''}, {'symbol': 'KRTAP10-1', 'alias_symbol': 'KAP10.1 KAP18.1', 'prev_symbol': 'KRTAP18-1', 'name': 'keratin associated protein 10-1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'NAP1L1P1', 'alias_symbol': '', 'prev_symbol': '', 'name': 'nucleosome assembly protein 1 like 1 pseudogene 1', 'alias_name': '', 'prev_name': ''}]","在候选信息列表中，没有找到与原始标记""ICAM-1""直接匹配的'symbol'或相关别名。尽管""ICAM3""与""ICAM-1""在名称上有一定相似性，但它们并不是同一基因（ICAM-1的标准符号应为""ICAM1""）。因此，无法从候选信息中找到匹配项，返回原始标记名称。"
VCAM-1,VCAM-1,"[{'symbol': 'MIR1-1', 'alias_symbol': 'hsa-mir-1-1', 'prev_symbol': 'MIRN1-1', 'name': 'microRNA 1-1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'IGHVII-1-1', 'alias_symbol': 'IGHV(II)-1-1', 'prev_symbol': '', 'name': 'immunoglobulin heavy variable (II)-1-1 (pseudogene)', 'alias_name': '', 'prev_name': ''}, {'symbol': 'KRTAP10-1', 'alias_symbol': 'KAP10.1 KAP18.1', 'prev_symbol': 'KRTAP18-1', 'name': 'keratin associated protein 10-1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'NAP1L1P1', 'alias_symbol': '', 'prev_symbol': '', 'name': 'nucleosome assembly protein 1 like 1 pseudogene 1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MIR7-1', 'alias_symbol': 'hsa-mir-7-1', 'prev_symbol': 'MIRN7-1', 'name': 'microRNA 7-1', 'alias_name': '', 'prev_name': ''}]","在候选信息列表中，没有找到与""VCAM-1""相关的基因符号或别名。因此无法匹配到任何标准化结果。"
MHC,MHC,"[{'symbol': 'MICG', 'alias_symbol': '', 'prev_symbol': '', 'name': 'MHC class I polypeptide-related sequence G (pseudogene)', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MICF', 'alias_symbol': '', 'prev_symbol': '', 'name': 'MHC class I polypeptide-related sequence F (pseudogene)', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MICA', 'alias_symbol': 'PERB11.1', 'prev_symbol': '', 'name': 'MHC class I polypeptide-related sequence A', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MICB', 'alias_symbol': 'PERB11.2', 'prev_symbol': '', 'name': 'MHC class I polypeptide-related sequence B', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MICC', 'alias_symbol': 'PERB11.3', 'prev_symbol': '', 'name': 'MHC class I polypeptide-related sequence C (pseudogene)', 'alias_name': '', 'prev_name': ''}]","原始标记""MHC""是主要组织相容性复合体（Major Histocompatibility Complex）的缩写，它通常指代一组与免疫系统相关的基因。在候选信息列表中，没有一个完全匹配的条目直接表示整个MHC复合体，而所有候选信息中的'symbol'都指向特定的MHC相关基因或序列（如MICA、MICB等）。因此，无法确定哪一个具体基因符号可以代表整个MHC复合体。在这种情况下，返回原始标记名称是最合适的选择。"
II,MT-CSB2,"[{'symbol': 'RPN2', 'alias_symbol': 'SWP1 RPNII RIBIIR RPN-II', 'prev_symbol': '', 'name': 'ribophorin II', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-CSB2', 'alias_symbol': 'CSB-II', 'prev_symbol': 'MTCSB2', 'name': 'mitochondrially encoded conserved sequence block II', 'alias_name': '', 'prev_name': ''}, {'symbol': 'IBSP', 'alias_symbol': 'BSP SP-II BSP-II', 'prev_symbol': '', 'name': 'integrin binding sialoprotein', 'alias_name': '', 'prev_name': ''}, {'symbol': 'IGHVII-1-1', 'alias_symbol': 'IGHV(II)-1-1', 'prev_symbol': '', 'name': 'immunoglobulin heavy variable (II)-1-1 (pseudogene)', 'alias_name': '', 'prev_name': ''}, {'symbol': 'NT5C2', 'alias_symbol': 'PNT5 GMP cN-II SPG65', 'prev_symbol': 'NT5B SPG45', 'name': ""5'-nucleotidase, cytosolic II"", 'alias_name': '', 'prev_name': ''}]","在候选信息列表中，""II""与""MT-CSB2""的别名""CSB-II""最为匹配。虽然其他条目也包含""II""，但它们的上下文和含义与原始标记的匹配度较低。例如，""RPN-II""和""IGHV(II)-1-1""中的""II""是特定基因的一部分，而不是独立的标识符。因此，选择""MT-CSB2""作为标准化结果。"
CD31,PECAM1,"[{'symbol': 'PECAM1', 'alias_symbol': 'CD31', 'prev_symbol': '', 'name': 'platelet and endothelial cell adhesion molecule 1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HPR', 'alias_symbol': 'HPR', 'prev_symbol': 'MTHPR', 'name': 'mitochondrially encoded replication primer', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND3', 'alias_symbol': 'ND3 NAD3', 'prev_symbol': 'MTND3', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 3', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND2', 'alias_symbol': 'ND2 NAD2', 'prev_symbol': 'MTND2', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 2', 'alias_name': '', 'prev_name': ''}]",在候选信息列表中，第一个条目'symbol'为'PECAM1'，其'alias_symbol'字段明确标注为'CD31'，这与原始标记完全匹配。其他条目没有与此相关的匹配信息，因此选择该条目的'symbol'作为标准化结果。
VE-cadherin,VE-cadherin,"[{'symbol': 'CDH17', 'alias_symbol': 'HPT-1 cadherin', 'prev_symbol': '', 'name': 'cadherin 17', 'alias_name': '', 'prev_name': ''}, {'symbol': 'CDH12', 'alias_symbol': 'Br-cadherin CDHB', 'prev_symbol': '', 'name': 'cadherin 12', 'alias_name': '', 'prev_name': ''}, {'symbol': 'CDH18', 'alias_symbol': 'CDH14 EY-CADHERIN', 'prev_symbol': '', 'name': 'cadherin 18', 'alias_name': '', 'prev_name': ''}, {'symbol': 'CDH7', 'alias_symbol': '', 'prev_symbol': '', 'name': 'cadherin 7', 'alias_name': '', 'prev_name': ''}, {'symbol': 'CDH8', 'alias_symbol': '', 'prev_symbol': '', 'name': 'cadherin 8', 'alias_name': '', 'prev_name': ''}]","在候选信息列表中，没有一个条目包含与""VE-cadherin""直接匹配的符号、别名或名称。""VE-cadherin""通常对应的标准化基因符号是""CDH5""，但该符号并未出现在候选信息中。因此，无法找到匹配的标准化结果，返回原始标记名称。"
